STATION,STATION_NAME,DATE,DLY-PRCP-NORMAL,MTD-PRCP-NORMAL,YTD-PRCP-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101025,0.04,0.56,13.02,100,64,26,9,60.4,22,71.4,49.3,3.9,8.6,6.3,5.2
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101026,0.04,0.6,13.06,101,66,26,9,60.2,22.2,71.3,49.1,3.9,8.5,6.3,5.2
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101027,0.04,0.64,13.1,103,67,27,9,60.1,22.3,71.2,48.9,3.9,8.5,6.3,5.2
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101028,0.04,0.68,13.14,104,68,28,9,59.9,22.4,71.1,48.7,3.9,8.5,6.3,5.2
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101029,0.04,0.72,13.18,106,70,28,9,59.7,22.6,71,48.5,4,8.5,6.3,5.2
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101030,0.05,0.77,13.23,107,71,29,9,59.6,22.7,70.9,48.2,4,8.4,6.3,5.2
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101031,0.04,0.81,13.27,108,72,29,10,59.4,22.8,70.8,48,4,8.4,6.3,5.2
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101101,0.05,0.05,13.32,109,73,30,10,59.2,22.9,70.7,47.8,4,8.4,6.3,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101102,0.05,0.1,13.37,110,74,30,10,59.1,23.1,70.6,47.5,4,8.4,6.3,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101103,0.05,0.15,13.42,112,75,31,10,58.9,23.2,70.5,47.3,4.1,8.3,6.3,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101104,0.04,0.19,13.46,113,76,31,10,58.7,23.3,70.3,47.1,4.1,8.3,6.3,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101105,0.05,0.24,13.51,114,77,32,10,58.5,23.4,70.2,46.8,4.1,8.3,6.3,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101106,0.05,0.29,13.56,116,78,32,10,58.3,23.5,70.1,46.6,4.1,8.2,6.3,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101107,0.05,0.34,13.61,117,79,33,11,58.1,23.6,69.9,46.3,4.1,8.2,6.2,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101108,0.04,0.38,13.65,119,80,34,11,57.9,23.7,69.8,46.1,4.1,8.2,6.2,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101109,0.05,0.43,13.7,120,80,34,11,57.7,23.8,69.6,45.8,4.1,8.1,6.2,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101110,0.05,0.48,13.75,121,81,35,11,57.5,23.8,69.4,45.6,4.1,8.1,6.1,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101111,0.05,0.53,13.8,122,81,35,11,57.3,23.9,69.3,45.4,4.1,8.1,6.1,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101112,0.05,0.58,13.85,123,81,36,11,57.1,24,69.1,45.1,4,8.1,6.1,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101113,0.06,0.64,13.91,124,81,36,11,56.9,24,68.9,44.9,4,8,6,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101114,0.05,0.69,13.96,125,81,36,11,56.7,24.1,68.7,44.6,4,8,6,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101115,0.05,0.74,14.01,125,81,37,11,56.5,24.1,68.5,44.4,4,8,6,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101116,0.05,0.79,14.06,126,81,37,11,56.3,24.2,68.3,44.2,4,8,5.9,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101117,0.05,0.84,14.11,127,81,38,11,56,24.2,68.1,43.9,4,8,5.9,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101118,0.06,0.9,14.17,128,82,38,11,55.8,24.2,67.9,43.7,3.9,8,5.9,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101119,0.06,0.96,14.23,129,82,39,11,55.6,24.2,67.7,43.5,3.9,8,5.9,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101120,0.05,1.01,14.28,131,83,40,11,55.4,24.2,67.5,43.3,3.9,8,5.8,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101121,0.06,1.07,14.34,132,84,41,12,55.2,24.2,67.3,43.1,3.9,8,5.8,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101122,0.06,1.13,14.4,134,84,42,12,55,24.2,67.1,42.9,3.9,8,5.8,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101123,0.06,1.19,14.46,136,86,43,13,54.8,24.2,66.9,42.7,3.9,8,5.8,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101124,0.05,1.24,14.51,138,87,44,13,54.6,24.2,66.7,42.5,3.9,8,5.7,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101125,0.06,1.3,14.57,140,88,45,14,54.4,24.2,66.5,42.3,3.8,8,5.7,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101126,0.05,1.35,14.62,142,89,45,14,54.2,24.2,66.3,42.1,3.8,8,5.7,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101127,0.05,1.4,14.67,144,90,46,15,54,24.1,66.1,41.9,3.8,7.9,5.7,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101128,0.05,1.45,14.72,146,91,47,15,53.8,24.1,65.9,41.7,3.8,7.9,5.7,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101129,0.05,1.5,14.77,147,92,48,16,53.6,24.1,65.7,41.6,3.8,7.9,5.6,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101130,0.05,1.55,14.82,149,93,49,16,53.4,24,65.5,41.4,3.8,7.9,5.6,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101201,0.05,0.05,14.87,151,94,51,17,53.3,24,65.3,41.3,3.8,7.9,5.6,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101202,0.06,0.11,14.93,153,96,52,18,53.1,23.9,65.1,41.1,3.8,7.9,5.6,5.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101203,0.06,0.17,14.99,156,97,53,19,53,23.9,64.9,41,3.8,7.9,5.6,5.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101204,0.07,0.24,15.06,158,99,54,19,52.8,23.9,64.7,40.9,3.8,8,5.6,5.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101205,0.07,0.31,15.13,160,100,55,20,52.7,23.8,64.6,40.8,3.8,8,5.6,5.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101206,0.08,0.39,15.21,162,101,56,21,52.5,23.7,64.4,40.7,3.8,8,5.6,5.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101207,0.07,0.46,15.28,164,103,57,22,52.4,23.7,64.2,40.5,3.8,8,5.6,5.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101208,0.09,0.55,15.37,166,104,58,22,52.3,23.6,64.1,40.5,3.8,8.1,5.6,5.5
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101209,0.07,0.62,15.44,168,106,59,23,52.2,23.6,64,40.4,3.8,8.1,5.6,5.5
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101210,0.08,0.7,15.52,171,108,60,24,52.1,23.5,63.8,40.3,3.8,8.1,5.6,5.5
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101211,0.08,0.78,15.6,173,110,61,25,52,23.5,63.7,40.2,3.8,8.1,5.6,5.6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101212,0.09,0.87,15.69,175,112,63,26,51.9,23.5,63.6,40.2,3.8,8.2,5.6,5.6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101213,0.08,0.95,15.77,178,114,64,27,51.8,23.4,63.5,40.1,3.9,8.2,5.6,5.6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101214,0.09,1.04,15.86,180,117,65,28,51.7,23.4,63.4,40,3.9,8.2,5.7,5.6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101215,0.09,1.13,15.95,183,119,67,29,51.7,23.3,63.3,40,3.9,8.2,5.7,5.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101216,0.1,1.23,16.05,185,120,68,30,51.6,23.3,63.3,40,3.9,8.2,5.7,5.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101217,0.1,1.33,16.15,187,122,69,31,51.6,23.3,63.2,39.9,3.9,8.2,5.7,5.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101218,0.09,1.42,16.24,189,124,70,32,51.5,23.2,63.1,39.9,3.9,8.3,5.7,5.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101219,0.1,1.52,16.34,190,125,71,33,51.5,23.2,63.1,39.9,3.9,8.3,5.7,5.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101220,0.1,1.62,16.44,191,126,72,34,51.5,23.2,63.1,39.9,3.9,8.3,5.7,5.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101221,0.11,1.73,16.55,192,127,72,34,51.4,23.2,63,39.9,3.9,8.3,5.7,5.8
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101222,0.1,1.83,16.65,193,128,73,35,51.4,23.1,63,39.9,3.9,8.4,5.7,5.8
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101223,0.11,1.94,16.76,193,128,73,35,51.4,23.1,63,39.9,3.9,8.4,5.7,5.8
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101224,0.11,2.05,16.87,194,129,74,36,51.4,23.1,63,39.9,3.9,8.4,5.7,5.8
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101225,0.12,2.17,16.99,195,131,75,36,51.4,23.1,63,39.9,3.9,8.5,5.7,5.8
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101226,0.12,2.29,17.11,196,132,76,37,51.4,23.1,63,39.9,3.9,8.5,5.7,5.9
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101227,0.13,2.42,17.24,197,133,77,37,51.4,23.1,63,39.9,4,8.5,5.7,5.9
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101228,0.13,2.55,17.37,198,135,77,37,51.5,23.1,63,39.9,4,8.5,5.7,5.9
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101229,0.13,2.68,17.5,199,136,78,38,51.5,23.1,63,39.9,4,8.6,5.8,5.9
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101230,0.13,2.81,17.63,200,137,78,38,51.5,23.1,63.1,39.9,4,8.6,5.8,6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20101231,0.13,2.94,17.76,201,138,79,38,51.5,23.1,63.1,40,4,8.6,5.8,6
